,Applicant Country,Applicant Number,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
2466,,"06/080,809",The Bendix Corporation,22159756,F16D 51/20 (20130101); F16D 65/22 (20130101); F16D 65/09 (20130101),"October 1, 1979","June 29, 1982","4,336,867",#4336867,True
2467,,"06/001,666",,21697209,A61J 7/04 (20130101); B43K 29/20 (20130101); B65D 83/06 (20130101); G09F 2023/0016 (20130101); B65D 2583/045 (20130101),"January 8, 1979","June 29, 1982","4,336,882",#4336882,True
2468,,"06/081,934",,22167341,A47F 7/19 (20130101),"October 4, 1979","June 29, 1982","4,336,886",#4336886,True
2469,,"06/049,591",,21960640,A47F 7/163 (20130101),"June 18, 1979","June 29, 1982","4,336,888",#4336888,True
2470,,"06/108,372",,22321843,B67D 1/1466 (20130101); F16K 31/0655 (20130101); F16K 31/0651 (20130101); B67D 2001/1483 (20130101),"December 31, 1979","June 29, 1982","4,336,896",#4336896,True
2471,,"06/111,162",Lake & Elliot Incorporated,10508079,F16K 41/026 (20130101); F16K 5/0694 (20130101),"January 10, 1980","June 29, 1982","4,336,919",#4336919,True
2472,,"06/248,830",,22940869,A63B 69/0035 (20130101); A63B 5/11 (20130101); A63B 21/023 (20130101); A63B 2210/50 (20130101); A63B 2230/06 (20130101); A63B 2220/62 (20130101); A63B 2225/70 (20130101); A63B 2225/72 (20130101); A63B 2220/17 (20130101),"March 30, 1981","June 29, 1982","4,336,933",#4336933,True
2473,,"06/015,658",,21772720,A63F 9/00 (20130101); A63F 3/00 (20130101),"February 27, 1979","June 29, 1982","4,336,941",#4336941,True
2474,,"06/189,733",,22698553,A63B 67/002 (20130101),"September 22, 1980","June 29, 1982","4,336,942",#4336942,True
2475,,"06/170,675",Marker; Hannes,6031271,A63C 9/081 (20130101); A63C 9/086 (20130101); A63C 9/0846 (20130101); A63C 9/0842 (20130101); A63C 9/005 (20130101); A63C 9/0805 (20130101); A63C 9/0847 (20130101),"October 6, 1979","June 29, 1982","4,336,955",#4336955,True
2476,,"06/112,813",Vereinigte Baubeschlagfabriken Gretsch & Co. GmbH,6063023,A63C 9/0802 (20130101); A63C 9/08521 (20130101); A63C 9/0855 (20130101); A63C 9/08592 (20130101); A63C 9/08571 (20130101); A63C 9/08578 (20130101); A63C 9/08585 (20130101); A63C 9/08564 (20130101),"January 17, 1980","June 29, 1982","4,336,956",#4336956,True
2477,,"06/013,170",,21758660,B60R 13/01 (20130101),"February 21, 1979","*     June 29, 1982","4,336,963",#4336963,True
2478,,"06/131,165",American Microcar Incorporated,27380956,B60J 5/0487 (20130101); B62D 61/08 (20130101); B62K 5/027 (20130101); B62J 17/00 (20130101); B62J 2017/086 (20130101),"March 17, 1980","June 29, 1982","4,336,964",#4336964,True
2479,,"06/150,087",Sybron Corporation,22533084,A61G 15/00 (20130101); A47C 7/506 (20130101),"May 15, 1980","June 29, 1982","4,336,965",#4336965,True
2480,,"06/172,816",The Timken Company,26868491,B21B 31/07 (20130101); F16C 19/388 (20130101); F16C 33/605 (20130101); F16C 33/7886 (20130101); F16C 33/768 (20130101); F16C 33/7813 (20130101); F16C 2322/12 (20130101),"July 28, 1980","*     June 29, 1982","4,336,971",#4336971,True
2481,,"06/059,922",The United States of America as represented by the Secretary of the Navy,22026151,G03H 1/26 (20130101); G01C 21/00 (20130101),"July 20, 1979","June 29, 1982","4,336,976",#4336976,True
2482,,"06/249,884","West Electric Co., Ltd.",12787403,G03B 19/07 (20130101),"April 1, 1981","June 29, 1982","4,336,985",#4336985,True
2483,,"06/213,022",,26761841,F04B 15/023 (20130101); F04B 7/0096 (20130101),"December 4, 1980","June 29, 1982","4,337,017",#4337017,True
2484,,"06/231,228","Bloom Engineering Company, Inc.",22868296,F22B 37/107 (20130101); F27D 3/022 (20130101); Y10S 292/60 (20130101); Y10T 292/68 (20150401); Y10T 292/444 (20150401); Y10T 292/0959 (20150401); Y10T 292/082 (20150401),"February 2, 1981","June 29, 1982","4,337,034",#4337034,True
2485,,"06/071,948",,22104606,A61C 11/08 (20130101); A61C 11/005 (20130101); A61C 11/087 (20130101); A61C 11/02 (20130101),"September 4, 1979","June 29, 1982","4,337,039",#4337039,True
2486,,"05/845,628",IPCO Corporation,25295696,A61C 5/35 (20170201),"October 26, 1977","June 29, 1982","4,337,043",#4337043,True
2487,,"06/208,496","Nippon Oil Company, Ltd.",26754361,D06P 1/525 (20130101),"November 20, 1980","June 29, 1982","4,337,062",#4337062,True
2488,,"06/086,880",ASARCO Incorporated,22201495,C22B 1/26 (20130101); Y02P 10/216 (20151101),"October 22, 1979","June 29, 1982","4,337,083",#4337083,True
2489,,"06/132,806",The Direct Reduction Corporation,22455686,C21B 13/08 (20130101); Y02P 10/216 (20151101),"March 24, 1980","June 29, 1982","4,337,084",#4337084,True
2490,,"06/246,472",Hooker Chemicals & Plastics Corp.,22930824,C23C 18/44 (20130101),"March 23, 1981","June 29, 1982","4,337,091",#4337091,True
2491,,"06/225,666",Commissariat a l'Energie Atomique,9237933,B23K 35/228 (20130101); B23K 7/08 (20130101),"January 16, 1981","June 29, 1982","4,337,098",#4337098,True
2492,,"06/228,876",Keyes Fibre Company,26751089,B29C 51/162 (20130101); B32B 27/10 (20130101); B65D 1/28 (20130101); B65D 1/36 (20130101); D21J 7/00 (20130101); B29C 2795/002 (20130101); Y10T 428/1348 (20150115); Y10T 428/3179 (20150401); Y10T 428/1362 (20150115); Y10T 156/1028 (20150115); Y10T 428/24628 (20150115),"January 26, 1981","June 29, 1982","4,337,116",#4337116,True
2493,,"06/239,700",,22903351,C02F 1/4606 (20130101); C02F 1/46104 (20130101); E04H 4/16 (20130101); C02F 2001/46133 (20130101); C02F 2201/4615 (20130101); C02F 2201/46165 (20130101); C02F 2303/04 (20130101); C02F 2201/4613 (20130101),"March 2, 1981","June 29, 1982","4,337,136",#4337136,True
2494,,"06/150,851",Atlantic Richfield Company,22536255,C10G 11/05 (20130101),"May 19, 1980","June 29, 1982","4,337,144",#4337144,True
2495,,"06/185,909",Haindl Papier GmbH,6029869,D21F 1/0009 (20130101),"September 17, 1979","June 29, 1982","4,337,150",#4337150,True
2496,,"06/128,736",,22436725,B01D 35/20 (20130101); B07B 1/50 (20130101); B01D 35/20 (20130101); B01D 35/22 (20130101),"March 10, 1980","June 29, 1982","4,337,158",#4337158,True
2497,,"06/216,290",Lion Corporation,15791587,C11D 1/75 (20130101); C11D 3/046 (20130101); C11D 3/0073 (20130101),"December 15, 1980","June 29, 1982","4,337,165",#4337165,True
2498,,"06/189,346","Mitsubishi Chemical Industries, Ltd.",22696918,B01J 23/002 (20130101); B01J 27/198 (20130101); C01B 25/45 (20130101); C07C 51/215 (20130101); C07C 51/215 (20130101); C07C 57/145 (20130101); B01J 2523/00 (20130101); B01J 2523/00 (20130101); B01J 2523/51 (20130101); B01J 2523/55 (20130101); B01J 2523/67 (20130101); B01J 2523/842 (20130101); B01J 2523/00 (20130101); B01J 2523/51 (20130101); B01J 2523/55 (20130101); B01J 2523/67 (20130101); B01J 2523/00 (20130101); B01J 2523/51 (20130101); B01J 2523/55 (20130101); B01J 2523/842 (20130101); B01J 2523/00 (20130101); B01J 2523/31 (20130101); B01J 2523/51 (20130101); B01J 2523/55 (20130101),"September 22, 1980","June 29, 1982","4,337,173",#4337173,True
2499,,"06/212,957",Shell Oil Company,19834313,B01J 23/745 (20130101); B01J 29/88 (20130101); C07C 1/044 (20130101); C07C 1/044 (20130101); C07C 15/00 (20130101); Y10S 502/509 (20130101); C07C 2529/88 (20130101),"December 4, 1980","June 29, 1982","4,337,176",#4337176,True
2500,,"06/183,905",Ciba-Geigy Corporation,4209535,C07C 61/39 (20130101); C07D 209/66 (20130101); G03F 7/0388 (20130101); C07D 491/04 (20130101); C08G 85/00 (20130101); C07D 209/70 (20130101),"September 4, 1980","June 29, 1982","4,337,200",#4337200,True
2501,,"06/234,681",Thomas Jefferson University,26847281,A61K 31/19 (20130101),"February 17, 1981","June 29, 1982","4,337,273",#4337273,True
2502,,"06/115,777",Imperial Chemical Industries Limited,10503197,C09J 7/35 (20180101); C09J 7/22 (20180101); Y10T 428/31909 (20150401); Y10T 428/31913 (20150401); Y10T 428/266 (20150115); Y10T 428/269 (20150115); Y10T 428/2839 (20150115); Y10S 428/913 (20130101); Y10T 428/2826 (20150115); Y10T 428/2878 (20150115); Y10T 428/1452 (20150115),"January 28, 1980","June 29, 1982","4,337,284",#4337284,True
2503,,"06/180,800",Congoleum Corporation,22661806,B32B 27/08 (20130101); C08J 5/12 (20130101); D06N 3/08 (20130101); B32B 27/22 (20130101); B32B 7/10 (20130101); Y10T 428/31587 (20150401); Y10T 428/31935 (20150401); Y10T 428/31576 (20150401); Y10T 428/31536 (20150401); Y10T 428/31554 (20150401); B32B 2471/00 (20130101); Y10T 428/3158 (20150401),"August 25, 1980","June 29, 1982","4,337,296",#4337296,True
2504,,"06/211,399",Hoechst Aktiengesellschaft,6087463,G03F 7/0217 (20130101); Y10S 430/107 (20130101),"November 28, 1980","June 29, 1982","4,337,307",#4337307,True
2505,,"06/184,675",Boehringer Mannheim GmbH,6038529,C12Q 1/40 (20130101); C08B 31/003 (20130101),"September 8, 1980","June 29, 1982","4,337,310",#4337310,True
2506,,"06/233,225",Mitsui Toatsu Chemicals Inc.,22876405,C08G 8/04 (20130101),"February 10, 1981","June 29, 1982","4,337,334",#4337334,True
2507,,"06/062,398",PCUK Produits Chimiques Ugine Kuhlmann,9211917,C07D 277/78 (20130101),"July 31, 1979","June 29, 1982","4,337,344",#4337344,True
2508,,"06/089,356","Sumitomo Chemical Company, Limited",27524253,C07C 45/27 (20130101); C07C 45/562 (20130101); C07D 487/04 (20130101); C07C 47/27 (20130101); C07C 47/277 (20130101); C07C 47/263 (20130101),"October 30, 1979","June 29, 1982","4,337,346",#4337346,True
2509,,"06/143,585",Pfizer Inc.,26683878,C07D 307/62 (20130101); C07H 7/027 (20130101); Y02P 20/582 (20151101),"April 25, 1980","June 29, 1982","4,337,350",#4337350,True
2510,,"06/161,592",Nippon Gohsei Kagaku Kogyo Kabushiki Kaisha,22581842,C07C 51/377 (20130101); C07C 51/377 (20130101); C07C 59/52 (20130101),"June 20, 1980","June 29, 1982","4,337,355",#4337355,True
2511,,"06/106,845","Sumitomo Chemical Company, Limited",13199247,C08G 59/3218 (20130101); C08G 59/063 (20130101),"December 26, 1979","June 29, 1982","4,337,367",#4337367,True
2512,,"06/228,242",Communications Technology Corporation,22856371,H02G 15/10 (20130101); H02G 15/076 (20130101),"January 26, 1981","June 29, 1982","4,337,374",#4337374,True
2513,,"06/155,692",Eaton Corporation,22556419,H01H 9/061 (20130101); H01H 9/52 (20130101),"June 2, 1980","June 29, 1982","4,337,425",#4337425,True
2514,,"06/124,266","Hitachi, Ltd.",12037174,H01S 5/028 (20130101); H01S 5/0283 (20130101); H01S 5/0282 (20130101),"February 25, 1980","June 29, 1982","4,337,443",#4337443,True
2515,,"06/242,813",Gould Inc.,22916285,H01H 85/153 (20130101); H01H 85/12 (20130101),"March 11, 1981","June 29, 1982","4,337,452",#4337452,True
2516,,"06/139,222","Matsushita Electric Industrial Co., Ltd.",27293410,H04N 11/165 (20130101); H04N 9/465 (20130101),"April 11, 1980","June 29, 1982","4,337,477",#4337477,True
2517,,"06/190,470",British Broadcasting Corporation,10508881,H04N 7/0882 (20130101),"September 24, 1980","June 29, 1982","4,337,485",#4337485,True
2518,,"06/132,658","Clarion Co., Ltd.",26375985,G11B 15/67592 (20130101),"March 21, 1980","June 29, 1982","4,337,487",#4337487,True
2519,,"06/047,799",The Marley-Wylain Company,21951042,F21S 8/033 (20130101); F21V 5/02 (20130101); F21V 21/30 (20130101); F21V 17/02 (20130101); F21V 7/04 (20130101),"June 12, 1979","June 29, 1982","4,337,507",#4337507,True
2520,,"06/120,887",Tokyo Shibaura Denki Kabushiki Kaisha,11904768,G06F 9/268 (20130101),"February 12, 1980","June 29, 1982","4,337,510",#4337510,True
2521,,"06/106,399","Bell Telephone Laboratories, Incorporated",22311203,H01F 10/24 (20130101); Y10S 428/90 (20130101),"December 26, 1979","June 29, 1982","4,337,521",#4337521,True
2522,,"06/239,953",Discovision Associates,26706999,G11B 7/0901 (20130101); H01L 27/14643 (20130101); G11B 7/12 (20130101),"March 3, 1981","June 29, 1982","4,337,534",#4337534,True
2523,,"06/281,741",Heim Universal Corporation,26961056,B23P 15/003 (20130101); F16C 11/0685 (20130101); F16C 11/0614 (20130101); Y10T 29/4965 (20150115),"July 9, 1981","July 6, 1982","4,337,559",#4337559,True
2524,,"06/138,254",Rockford Carbide Corporation,22481188,B23B 27/1622 (20130101); B23P 6/00 (20130101); B23B 2200/3618 (20130101); B23B 2222/84 (20130101); B23B 2260/026 (20130101); Y10T 29/49945 (20150115); Y10T 29/49748 (20150115); Y10T 29/49734 (20150115); Y10T 407/2276 (20150115); Y10T 407/28 (20150115),"April 7, 1980","July 6, 1982","4,337,562",#4337562,True
2525,,"06/236,212",Toyota Jidosha Kogyo Kabushiki Kaisha,14477854,F01L 1/047 (20130101); F16H 53/025 (20130101); Y10T 29/53404 (20150115); Y10T 29/49286 (20150115); Y10T 29/4994 (20150115); Y10T 403/7073 (20150115); Y10T 29/49838 (20150115); Y10T 29/53696 (20150115); Y10T 29/49293 (20150115); Y10T 29/49945 (20150115),"February 19, 1981","July 6, 1982","4,337,572",#4337572,True
2526,,"06/141,320","Declitractor, Inc.",22495188,G01C 21/20 (20130101),"April 18, 1980","July 6, 1982","4,337,577",#4337577,True
2527,,"06/086,552",,22199338,A63B 67/08 (20130101); A63B 2208/12 (20130101),"October 19, 1979","July 6, 1982","4,337,593",#4337593,True
2528,,"06/140,141",General Motors Corporation,22489935,F02C 9/34 (20130101); F02C 7/228 (20130101),"April 14, 1980","July 6, 1982","4,337,616",#4337616,True
2529,,"06/147,119",Lucas Industries Limited,26272177,F02C 9/32 (20130101); F05D 2200/23 (20130101),"May 6, 1980","July 6, 1982","4,337,617",#4337617,True
2530,,"06/160,483",Societe Anonyme de Telecommunications,9227276,F17C 3/08 (20130101); F17C 3/085 (20130101); F17C 2205/0149 (20130101); Y10T 137/86228 (20150401); Y10S 220/901 (20130101); F17C 2270/0509 (20130101); F17C 2203/0391 (20130101); F17C 2203/0629 (20130101),"June 18, 1980","July 6, 1982","4,337,624",#4337624,True
2531,,"06/149,797",Honeywell Inc.,22531838,G01F 23/263 (20130101),"May 14, 1980","July 6, 1982","4,337,638",#4337638,True
2532,,"06/126,125",The Children's Hospital Medical Center,22423113,G01F 25/0046 (20130101); G01F 1/72 (20130101),"February 29, 1980","July 6, 1982","4,337,639",#4337639,True
2533,,"06/216,074",McGraw-Edison Company,22805574,G01M 3/329 (20130101),"December 15, 1980","July 6, 1982","4,337,645",#4337645,True
2534,,"06/157,983",Bridgestone Tire Company Limited,13773866,B60C 23/0498 (20130101); B60C 23/0408 (20130101),"June 9, 1980","July 6, 1982","4,337,652",#4337652,True
2535,,"06/115,989",The United States of America as represented by the Secretary of the Navy,22364591,F42C 15/40 (20130101); F42C 15/24 (20130101),"January 28, 1980","July 6, 1982","4,337,701",#4337701,True
2536,,"06/139,514",Pullman Incorporated,22487031,B23K 9/0256 (20130101); B61D 1/06 (20130101); B61D 17/08 (20130101); B61D 17/043 (20130101); Y10T 29/49622 (20150115); Y10T 403/7001 (20150115),"April 11, 1980","July 6, 1982","4,337,708",#4337708,True
2537,,"06/175,613",,11218294,D05B 35/02 (20130101); D05B 73/12 (20130101),"August 6, 1980","July 6, 1982","4,337,713",#4337713,True
2538,,"06/173,032",General Motors Corporation,22630247,B60C 23/0408 (20130101); B60C 23/0498 (20130101); Y10S 33/01 (20130101),"July 28, 1980","July 6, 1982","4,337,718",#4337718,True
2539,,"06/254,807",Van Dam Machine Corporation of America,22965664,B41F 17/22 (20130101); B05C 13/025 (20130101),"April 16, 1981","July 6, 1982","4,337,719",#4337719,True
2540,,"06/149,337","Chore-Time Equipment, Inc.",22529828,A01K 39/01 (20130101),"May 13, 1980","July 6, 1982","4,337,729",#4337729,True
2541,,"06/089,888",Schwimmer; Adolf,26781048,C07H 15/18 (20130101); C07H 15/203 (20130101); C12Q 1/34 (20130101); A61K 47/549 (20170801); G01N 33/5091 (20130101); A61K 31/7004 (20130101); A61K 51/0491 (20130101); A61K 2123/00 (20130101); C12Q 2334/00 (20130101); G01N 2333/924 (20130101); C12Q 2334/40 (20130101),"October 31, 1979","July 6, 1982","4,337,760",#4337760,True
2542,,"06/198,585",,22733984,A61B 17/1604 (20130101); A61F 2/30723 (20130101); A61F 2/4614 (20130101); A61F 2/4644 (20130101); A61F 2/4657 (20130101); A61B 2090/062 (20160201); A61B 17/1637 (20130101); A61B 17/32053 (20130101); A61F 2/3662 (20130101); A61F 2002/2828 (20130101); A61F 2002/2839 (20130101); A61F 2002/30617 (20130101); A61F 2002/30726 (20130101); A61F 2002/3631 (20130101); A61F 2002/4631 (20130101); A61F 2002/4649 (20130101); A61F 2002/4662 (20130101); A61F 2250/0097 (20130101); A61F 2002/4627 (20130101); A61B 17/1635 (20130101),"October 20, 1980","July 6, 1982","4,337,773",#4337773,True
2543,,"06/176,900","Medtronic, Inc.",22646355,A61B 5/0535 (20130101); G01R 29/027 (20130101); A61N 1/365 (20130101); A61B 5/0538 (20130101),"August 11, 1980","July 6, 1982","4,337,779",#4337779,True
2544,,"06/192,497","Velasco Scale Company, Inc.",22709921,B65B 3/28 (20130101); B67C 3/30 (20130101); B65B 39/12 (20130101),"September 30, 1980","July 6, 1982","4,337,802",#4337802,True
2545,,"06/256,988",Mitsubishi Jukogyo Kabushiki Kaisha,14862785,C21C 1/10 (20130101),"April 24, 1981","July 6, 1982","4,337,816",#4337816,True
2546,,"06/045,470",Magna Corporation,21938078,C09K 8/885 (20130101); Y10S 507/936 (20130101),"June 4, 1979","July 6, 1982","4,337,828",#4337828,True
2547,,"06/164,669",The Bendix Corporation,26686342,F02D 11/105 (20130101); F02D 2011/103 (20130101); F02D 2011/102 (20130101); F02D 2009/0261 (20130101),"June 30, 1980","July 6, 1982","4,337,839",#4337839,True
2548,,"06/243,068",Atwood Vacuum Machine Company,22917236,B65D 51/1611 (20130101),"March 12, 1981","July 6, 1982","4,337,875",#4337875,True
2549,,"06/168,140",Sterling Drug Inc.,26749557,A47K 10/3818 (20130101); A47K 2010/3266 (20130101),"July 14, 1980","July 6, 1982","4,337,876",#4337876,True
2550,,"06/254,002",Weyerhaeuser Company,22962547,B65D 5/4279 (20130101),"April 13, 1981","July 6, 1982","4,337,888",#4337888,True
2551,,"06/208,007",Allied Corporation,22772845,B60R 22/40 (20130101),"November 18, 1980","July 6, 1982","4,337,906",#4337906,True
2552,,"06/226,910",Marvin Glass & Associates,22850944,A63F 9/02 (20130101); A63F 7/249 (20130101),"January 21, 1981","July 6, 1982","4,337,949",#4337949,True
2553,,"06/148,663",,22526778,A63F 9/0278 (20130101); A63B 65/08 (20130101),"May 12, 1980","July 6, 1982","4,337,950",#4337950,True
2554,,"06/176,220",Halliburton Company,22643469,F16L 37/121 (20130101); F16L 37/62 (20130101); Y10S 285/92 (20130101),"August 7, 1980","July 6, 1982","4,337,971",#4337971,True
2555,,"06/095,547",,22252511,E05C 19/182 (20130101); Y10T 292/397 (20150401); Y10T 292/373 (20150401),"November 19, 1979","July 6, 1982","4,337,973",#4337973,True
2556,,"06/186,414","Royal Development Company, Inc.",22684854,A47C 1/0355 (20130101),"September 12, 1980","July 6, 1982","4,337,977",#4337977,True
2557,,"06/070,334",,5922481,B04B 9/00 (20130101); B04B 9/12 (20130101); D01H 4/14 (20130101); H02K 7/09 (20130101); H02K 7/16 (20130101); F16C 32/0444 (20130101); F16C 2340/18 (20130101),"August 27, 1979","July 6, 1982","4,337,981",#4337981,True
2558,,"06/215,301",United Technologies Corporation,22802437,F01D 25/164 (20130101); F16C 27/04 (20130101); F16C 2360/23 (20130101); F16C 19/26 (20130101),"December 11, 1980","July 6, 1982","4,337,982",#4337982,True
2559,,"06/092,513","Hitachi, Ltd.",15285662,G02B 6/3502 (20130101); G02B 6/3572 (20130101); G02B 6/3562 (20130101); G02B 6/3546 (20130101),"November 8, 1979","July 6, 1982","4,337,995",#4337995,True
2560,,"06/086,898",Minolta Camera Kabushiki Kaisha,15077724,G03B 17/04 (20130101); G02B 7/22 (20130101),"October 22, 1979","July 6, 1982","4,337,996",#4337996,True
2561,,"06/045,229",,6050640,G02C 13/005 (20130101),"June 4, 1979","July 6, 1982","4,338,002",#4338002,True
2562,,"06/168,546",,22611945,G02C 7/105 (20130101),"July 14, 1980","July 6, 1982","4,338,003",#4338003,True
2563,,"06/204,009",Canon Kabushiki Kaisha,22756239,G02B 27/40 (20130101); G01C 3/02 (20130101),"October 31, 1980","July 6, 1982","4,338,012",#4338012,True
2564,,"06/278,723","Insta-Print, Incorporated",23066082,G03D 9/00 (20130101),"June 29, 1981","July 6, 1982","4,338,016",#4338016,True
2565,,"06/084,873","Kansas Jack, Inc.",26771525,G01B 11/26 (20130101); G01B 11/275 (20130101); G01B 2210/30 (20130101),"October 15, 1979","July 6, 1982","4,338,027",#4338027,True
2566,,"06/141,445",Xerox Corporation,22495728,B41J 1/24 (20130101),"April 18, 1980","July 6, 1982","4,338,034",#4338034,True
2567,,"05/954,688",Hauser Verwaltungs-Gesellschaft mit beschrankter Haftung,6023325,F04B 19/24 (20130101); G01F 23/165 (20130101); F04B 35/00 (20130101),"October 25, 1978","July 6, 1982","4,338,065",#4338065,True
2568,,"06/253,153",Barwell Machine and Rubber Group Limited,26275145,B29C 43/18 (20130101); B29C 43/46 (20130101); B29K 2105/258 (20130101),"April 10, 1981","July 6, 1982","4,338,073",#4338073,True
2569,,"06/209,723","Photon Power, Inc.",22780001,C03B 29/08 (20130101); C03B 35/163 (20130101); F27B 9/243 (20130101); C03C 17/002 (20130101); C03B 35/164 (20130101),"November 24, 1980","July 6, 1982","4,338,078",#4338078,True
2570,,"06/224,624","Baldwin-Gregg, Inc.",22841466,B65H 45/163 (20130101),"January 12, 1981","July 6, 1982","4,338,087",#4338087,True
2571,,"06/219,255",,26756210,B01D 53/18 (20130101); B01D 47/12 (20130101),"December 22, 1980","July 6, 1982","4,338,103",#4338103,True
2572,,"06/245,302",Owens-Corning Fiberglas Corporation,22926124,C03B 3/023 (20130101),"March 19, 1981","July 6, 1982","4,338,112",#4338112,True
2573,,"06/241,823","Owens-Illinois, Inc.",22912326,C03B 9/41 (20130101); G05B 19/0421 (20130101); Y02P 40/57 (20151101); G05B 2219/25399 (20130101); G05B 2219/25473 (20130101); G05B 2219/2214 (20130101),"March 9, 1981","July 6, 1982","4,338,116",#4338116,True
2574,,"06/227,015","PPG Industries, Inc.",22851402,C03B 5/237 (20130101); G01N 27/4077 (20130101); Y02P 40/535 (20151101),"January 21, 1981","July 6, 1982","4,338,117",#4338117,True
2575,,"06/153,386","PPG Industries, Inc.",26850490,G01F 13/00 (20130101); G01N 33/2025 (20190101); G01N 7/10 (20130101),"May 27, 1980","July 6, 1982","4,338,127",#4338127,True
2576,,"06/251,053","Texas Industries, Inc.",22950280,B28B 11/241 (20130101); C04B 40/0218 (20130101); B28B 11/245 (20130101),"April 6, 1981","July 6, 1982","4,338,135",#4338135,True
2577,,"06/226,090","Kobe Steel, Limited",13942392,B23K 35/3608 (20130101); B23K 35/3602 (20130101); B23K 35/3605 (20130101); B23K 35/362 (20130101); B23K 35/361 (20130101); B23K 35/3607 (20130101),"January 19, 1981","July 6, 1982","4,338,142",#4338142,True
2578,,"06/204,660",Kollmorgen Technologies Corporation,6086428,H05K 3/4691 (20130101); H05K 3/0032 (20130101); H05K 3/3452 (20130101); H05K 2201/0355 (20130101); H05K 2201/0909 (20130101); H05K 2201/09127 (20130101); Y10T 156/1062 (20150115); Y10T 156/1052 (20150115); Y10T 29/49128 (20150115); Y10T 29/4913 (20150115); Y10T 29/49124 (20150115); Y10T 29/49126 (20150115); Y10S 428/901 (20130101),"November 6, 1980","July 6, 1982","4,338,149",#4338149,True
2579,,"06/001,507","McNeilab, Inc.",21696388,A61B 5/1491 (20130101); G01N 27/48 (20130101); Y10S 604/901 (20130101),"January 8, 1979","July 6, 1982","4,338,174",#4338174,True
2580,,"06/200,710",Exxon Research & Engineering Co.,22742861,C10G 1/06 (20130101); C10G 1/006 (20130101),"October 27, 1980","July 6, 1982","4,338,184",#4338184,True
2581,,"06/246,684",,22931764,B01D 35/185 (20130101),"March 23, 1981","July 6, 1982","4,338,189",#4338189,True
2582,,"06/252,691",The Procter & Gamble Company,26860781,A61K 8/42 (20130101); A61Q 19/10 (20130101); A61K 8/463 (20130101); A61K 2800/596 (20130101),"April 9, 1981","July 6, 1982","4,338,211",#4338211,True
2583,,"06/115,162",Wacker-Chemie GmbH,6061853,B01D 19/0409 (20130101),"January 24, 1980","July 6, 1982","4,338,217",#4338217,True
2584,,"06/257,112",E. I. Du Pont de Nemours and Company,26880241,C09J 123/08 (20130101); C09J 123/08 (20130101); Y10T 428/31906 (20150401); C08L 2666/04 (20130101); C08L 2666/04 (20130101),"April 24, 1981","July 6, 1982","4,338,227",#4338227,True
2585,,"06/220,952",E. I. Du Pont de Nemours and Company,26803476,C08F 8/02 (20130101); C09D 151/003 (20130101); C09D 133/14 (20130101); C09D 133/06 (20130101); C09D 5/4473 (20130101); C09D 5/4411 (20130101); C09D 133/06 (20130101); C09D 133/14 (20130101); C09D 151/003 (20130101); C09D 151/003 (20130101); C08L 9/00 (20130101); C08L 67/00 (20130101); C08L 63/00 (20130101); C08L 61/20 (20130101); C08L 2666/24 (20130101); C08L 2666/28 (20130101); C08L 2666/02 (20130101); C08L 2666/04 (20130101); C08L 2666/28 (20130101); C08L 2666/34 (20130101),"December 29, 1980","July 6, 1982","4,338,235",#4338235,True
2586,,"06/201,760",Bayer Aktiengesellschaft,6084912,C08F 36/18 (20130101),"October 29, 1980","July 6, 1982","4,338,238",#4338238,True
2587,,"06/248,164",Celanese Corporation,26891572,C08F 220/04 (20130101); C09D 11/03 (20130101); C09D 7/43 (20180101); C08F 220/04 (20130101); C08F 220/26 (20130101); C08F 216/14 (20130101); C08L 33/02 (20130101); Y10S 526/932 (20130101),"March 30, 1981","July 6, 1982","4,338,239",#4338239,True
2588,,"06/073,141",Onomichi Kumika K.K.,13855109,C08K 9/02 (20130101); C08K 9/02 (20130101); C08L 75/04 (20130101),"September 6, 1979","July 6, 1982","4,338,241",#4338241,True
2589,,"06/118,011",Sandoz Ltd.,25686661,C07D 307/83 (20130101); C08K 5/3417 (20130101); C08K 5/1535 (20130101),"February 4, 1980","July 6, 1982","4,338,244",#4338244,True
2590,,"05/641,445","Armour-Dial, Inc.",24572416,A61K 8/26 (20130101); A61Q 15/00 (20130101); A61K 8/86 (20130101); A61K 2800/59 (20130101),"December 17, 1975","July 6, 1982","4,338,294",#4338294,True
2591,,"06/209,007",Aktiebolaget Draco,20339409,C07D 473/06 (20130101),"November 21, 1980","July 6, 1982","4,338,319",#4338319,True
2592,,"06/180,905","Fujisawa Pharmaceutical Co., Ltd.",27571172,C07C 205/56 (20130101); C07D 211/90 (20130101); C07D 213/55 (20130101); C07D 307/54 (20130101); C07D 471/04 (20130101); C07D 401/04 (20130101); C07D 405/04 (20130101); C07D 405/06 (20130101); C07D 409/04 (20130101); C07D 333/24 (20130101),"August 25, 1980","July 6, 1982","4,338,322",#4338322,True
2593,,"06/097,782",Union Carbide Corporation,22265100,A01N 43/40 (20130101); C07D 213/647 (20130101); C07D 213/643 (20130101); A01N 53/00 (20130101),"November 27, 1979","July 6, 1982","4,338,326",#4338326,True
