,Applicant Country,Applicant Number,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
3217,,"06/097,636",,6056149,B67B 5/03 (20130101); B67B 3/062 (20130101),"November 27, 1979","August 25, 1981","4,285,186",#4285186,True
3218,,"06/026,022",,26700614,F01K 19/02 (20130101); F03G 6/00 (20130101); F02B 3/06 (20130101); Y02T 10/16 (20130101); Y02E 10/46 (20130101); Y02P 80/24 (20151101),"April 2, 1979","August 25, 1981","4,285,201",#4285201,True
3219,,"06/125,712","Emhart Industries, Inc.",22421049,A47F 3/0447 (20130101); F25D 21/12 (20130101); F25D 2317/0684 (20130101),"February 28, 1980","August 25, 1981","4,285,204",#4285204,True
3220,,"06/009,555","Draf Tool Co., Inc.",21738376,B60H 1/00585 (20130101); F25B 45/00 (20130101); F25B 2345/002 (20130101); F25B 2345/001 (20130101),"February 5, 1979","August 25, 1981","4,285,206",#4285206,True
3221,,"05/733,113",,24946292,E21B 41/0021 (20130101); E21B 3/04 (20130101),"October 18, 1976","August 25, 1981","4,285,215",#4285215,True
3222,,"06/116,286",,22366275,B25B 15/007 (20130101),"January 28, 1980","August 25, 1981","4,285,255",#4285255,True
3223,,"06/070,723",Gulf & Western Corporation,26751435,A01H 4/003 (20130101); A24C 1/04 (20130101); B26D 5/007 (20130101); G06T 1/0014 (20130101); B26D 5/34 (20130101); Y10T 83/6545 (20150401); Y10T 83/8745 (20150401),"August 29, 1979","August 25, 1981","4,285,258",#4285258,True
3224,,"06/003,786",Salje; Ernst,6029660,B23D 61/026 (20130101); B23Q 11/0032 (20130101); F16F 15/1442 (20130101); Y10T 83/9324 (20150401); Y10T 83/9403 (20150401); Y10T 83/9319 (20150401); Y10T 83/9348 (20150401),"January 15, 1979","August 25, 1981","4,285,260",#4285260,True
3225,,"06/089,075",Schweitzer Industrial Corporation,22215547,B05B 14/46 (20180201); B05B 14/468 (20180201),"October 29, 1979","*     August 25, 1981","4,285,270",#4285270,True
3226,,"06/170,595",,22620509,E01B 25/22 (20130101); B61B 3/00 (20130101),"July 21, 1980","August 25, 1981","4,285,278",#4285278,True
3227,,"05/972,892",,25520262,F22B 37/565 (20130101),"December 26, 1978","August 25, 1981","4,285,302",#4285302,True
3228,,"06/066,475",,22069733,F01B 7/20 (20130101); F01N 3/26 (20130101); F02B 33/04 (20130101); F02B 33/38 (20130101); F02B 37/164 (20130101); F02B 37/18 (20130101); F02B 75/30 (20130101); F02B 75/32 (20130101); F02B 33/44 (20130101); F02B 3/06 (20130101); Y02T 10/144 (20130101); F02B 2075/1816 (20130101),"August 13, 1979","August 25, 1981","4,285,304",#4285304,True
3229,,"06/055,737",,21999825,F24D 3/005 (20130101); F24D 3/145 (20130101); F24S 80/70 (20180501); F24S 20/67 (20180501); F24S 10/742 (20180501); F24S 20/66 (20180501); F24S 80/30 (20180501); Y02B 10/20 (20130101); Y02E 10/44 (20130101); Y10S 126/906 (20130101); Y02B 30/24 (20130101); Y02B 30/22 (20130101),"July 9, 1979","August 25, 1981","4,285,332",#4285332,True
3230,,"06/074,711",,26740392,A62B 7/00 (20130101); B63C 11/2227 (20130101); Y10T 137/87298 (20150401),"September 12, 1979","August 25, 1981","4,285,339",#4285339,True
3231,,"06/117,933",Sperry Corporation,22375600,F15B 13/02 (20130101); Y10T 137/7764 (20150401); Y10T 137/777 (20150401),"February 4, 1980","August 25, 1981","4,285,362",#4285362,True
3232,,"05/819,621",Mueller Co.,25228629,F16L 55/124 (20130101),"July 27, 1977","August 25, 1981","4,285,368",#4285368,True
3233,,"06/161,587",,22581818,B25B 15/04 (20130101); B25B 15/02 (20130101),"June 20, 1980","August 25, 1981","4,285,375",#4285375,True
3234,,"06/095,888",AMF Incorporated,22254051,A01D 34/6812 (20130101); A01D 2101/00 (20130101),"November 19, 1979","August 25, 1981","4,285,419",#4285419,True
3235,,"06/155,842",,26712325,B65D 41/48 (20130101); B65D 2231/022 (20130101); B65D 2231/02 (20130101),"June 2, 1980","August 25, 1981","4,285,442",#4285442,True
3236,,"06/102,210","PPG Industries, Inc.",22288701,C03B 33/0235 (20130101); C03B 33/033 (20130101); Y10T 225/12 (20150401); Y10T 225/14 (20150401); Y10T 225/325 (20150401),"December 10, 1979","August 25, 1981","4,285,451",#4285451,True
3237,,"06/022,190","Hoover Universal, Inc.",21808285,A47C 3/24 (20130101); A47C 3/18 (20130101),"March 20, 1979","August 25, 1981","4,285,488",#4285488,True
3238,,"05/958,057",,25500548,A63F 13/02 (20130101); A63F 13/219 (20140901); A63F 13/245 (20140902); A63F 13/837 (20140902),"November 6, 1978","August 25, 1981","4,285,523",#4285523,True
3239,,"06/103,994",,22298132,A47C 3/029 (20130101),"December 17, 1979","August 25, 1981","4,285,543",#4285543,True
3240,,"06/110,541",Dosco Overseas Engineering Ltd.,10502565,E21D 9/1093 (20130101); E21D 9/003 (20130101),"January 8, 1980","August 25, 1981","4,285,546",#4285546,True
3241,,"06/010,971",Canon Kabushiki Kaisha,11925256,G02F 1/1503 (20190101); G02F 2001/1557 (20130101),"February 9, 1979","August 25, 1981","4,285,575",#4285575,True
3242,,"06/035,449","Fuji Photo Optical Co., Ltd.",12939390,G03B 7/16 (20130101),"May 3, 1979","August 25, 1981","4,285,585",#4285585,True
3243,,"06/060,298",Durst AG Fabrik Fototechnischer Apparate,11115216,G03B 27/722 (20130101),"July 25, 1979","August 25, 1981","4,285,593",#4285593,True
3244,,"06/030,950","Ing. C. Olivetti & C., S.p.A.",11306073,B41J 2/285 (20130101); B41J 2/265 (20130101),"April 17, 1979","August 25, 1981","4,285,603",#4285603,True
3245,,"06/933,426","Ing. C. Olivetti & C., S.p.A.",11309513,B41J 19/70 (20130101); B41J 19/202 (20130101),"August 14, 1978","*     August 25, 1981","4,285,606",#4285606,True
3246,,"06/043,544",Maschinenfabrik Augsburg-Nurnberg Aktiengesellschaft,6040798,F16L 3/22 (20130101); Y10T 403/3966 (20150115); Y10T 403/3953 (20150115); Y10T 403/7066 (20150115),"May 29, 1979","August 25, 1981","4,285,611",#4285611,True
3247,,"06/082,305",,22170371,B29C 53/48 (20130101); F16L 1/038 (20130101); E02F 5/101 (20130101),"October 5, 1979","August 25, 1981","4,285,613",#4285613,True
3248,,"05/878,769",Gakko Hojin Tokai University,26354064,F01D 5/141 (20130101); F03D 3/061 (20130101); F05B 2240/214 (20130101); F05D 2240/301 (20130101); Y02E 10/74 (20130101); Y02T 50/673 (20130101); F05B 2240/301 (20130101); F05B 2240/215 (20130101),"February 17, 1978","August 25, 1981","4,285,636",#4285636,True
3249,,"06/089,927",American Can Company,22220258,D21H 27/00 (20130101),"October 31, 1979","August 25, 1981","4,285,647",#4285647,True
3250,,"06/094,157",Celfil Company Establishment,4356772,A24D 3/0204 (20130101); A24D 3/02 (20130101),"November 14, 1979","August 25, 1981","4,285,650",#4285650,True
3251,,"06/046,453",,21943535,B63H 1/04 (20130101); B63H 21/175 (20130101); B63H 2016/202 (20130101),"June 7, 1979","August 25, 1981","4,285,674",#4285674,True
3252,,"06/138,405",BASF Aktiengesellschaft,6069392,C09B 29/0003 (20130101); C09B 29/363 (20130101); C10M 171/007 (20130101); C10L 1/003 (20130101); C09D 11/037 (20130101),"April 8, 1980","August 25, 1981","4,285,693",#4285693,True
3253,,"05/912,630",,25432208,B01D 59/00 (20130101); F25B 9/04 (20130101); B01D 59/50 (20130101); B01D 59/20 (20130101),"June 5, 1978","*     August 25, 1981","4,285,701",#4285701,True
3254,,"05/943,276","Varian Associates, Inc.",25479359,F04B 37/08 (20130101); C23C 14/56 (20130101),"September 18, 1978","August 25, 1981","4,285,710",#4285710,True
3255,,"06/036,163",Imperial Chemical Industries Limited,26253722,A01N 43/50 (20130101); A01N 43/653 (20130101); C07D 249/08 (20130101); C07D 233/56 (20130101); C07D 231/12 (20130101),"May 4, 1979","August 25, 1981","4,285,722",#4285722,True
3256,,"06/198,437",Corning Glass Works,26767118,C03C 3/247 (20130101),"October 20, 1980","August 25, 1981","4,285,730",#4285730,True
3257,,"06/160,800",Owens-Corning Fiberglas Corporation,26734579,C04B 20/1044 (20130101),"June 19, 1980","August 25, 1981","4,285,734",#4285734,True
3258,,"06/130,034","Camsco, Inc.",22442739,B29C 70/388 (20130101); B29C 70/545 (20130101); Y10T 156/17 (20150115); Y10T 156/108 (20150115); Y10T 156/1348 (20150115); Y10T 156/1343 (20150115); Y10T 156/1052 (20150115); Y10T 156/1062 (20150115); Y10T 156/1705 (20150115); Y10T 156/1322 (20150115); Y10T 156/1702 (20150115); Y10T 156/1075 (20150115); Y10T 156/1077 (20150115),"March 13, 1980","August 25, 1981","4,285,752",#4285752,True
3259,,"06/134,098",H. B. Fuller Company,26719122,B05C 9/14 (20130101); B29C 65/12 (20130101); B29C 65/18 (20130101); B29C 65/20 (20130101); B29C 65/5042 (20130101); B29C 66/0046 (20130101); B29C 66/1122 (20130101); B29C 66/1142 (20130101); B29C 66/4722 (20130101); B29C 66/8362 (20130101); B29C 66/8652 (20130101); B29C 65/10 (20130101); B29C 66/8221 (20130101); B29C 66/8161 (20130101); B29C 66/818 (20130101); B29C 66/91431 (20130101); B29C 65/5092 (20130101); B29C 65/305 (20130101); B29C 66/91212 (20130101); B29C 66/91231 (20130101); B29C 66/9141 (20130101); B29C 66/91411 (20130101); B29C 66/91421 (20130101); B29C 66/91645 (20130101); B29C 65/4815 (20130101); B29C 66/8181 (20130101); B29C 66/1142 (20130101); B29C 65/00 (20130101); B29C 66/8223 (20130101); B29C 66/43 (20130101); B29C 2035/1616 (20130101); B29C 66/961 (20130101); Y10T 156/1788 (20150115); Y10T 156/1793 (20150115); Y10T 156/1798 (20150115); Y10T 156/179 (20150115); B31B 50/8126 (20170801); B29C 66/8652 (20130101); B29C 65/00 (20130101),"March 26, 1980","August 25, 1981","4,285,758",#4285758,True
3260,,"06/088,133",Alberta Oil Sands Technology and Research Authority,26778314,C10G 1/02 (20130101); C10B 1/10 (20130101); B01J 2219/182 (20130101),"October 25, 1979","August 25, 1981","4,285,773",#4285773,True
3261,,"05/935,155",The University of Virginia,25466635,C25B 11/0489 (20130101); C25B 11/02 (20130101),"August 21, 1978","August 25, 1981","4,285,796",#4285796,True
3262,,"06/097,345","Diamond Shamrock Technologies, S.A.",9997596,C25C 7/02 (20130101); C25B 11/0484 (20130101),"November 26, 1979","August 25, 1981","4,285,799",#4285799,True
3263,,"06/123,109",,22406764,C25D 3/565 (20130101),"February 20, 1980","August 25, 1981","4,285,802",#4285802,True
3264,,"06/108,587","Filter Specialists, Inc.",22323021,B01D 29/23 (20130101); B01D 29/27 (20130101); B01D 2201/34 (20130101),"December 31, 1979","August 25, 1981","4,285,814",#4285814,True
3265,,"06/099,550",Albany International Corp.,22275546,B01D 33/23 (20130101),"December 3, 1979","August 25, 1981","4,285,817",#4285817,True
3266,,"06/176,990",,22646732,B01J 20/20 (20130101); C11B 13/04 (20130101); Y02W 30/74 (20150501),"August 11, 1980","August 25, 1981","4,285,832",#4285832,True
3267,,"06/063,134",Scott Bader Company Limited,26268474,C08F 299/0478 (20130101),"August 3, 1979","August 25, 1981","4,285,845",#4285845,True
3268,,"06/072,952",Ciba-Geigy Corporation,4354975,C08K 3/34 (20130101); C08G 59/42 (20130101),"September 6, 1979","August 25, 1981","4,285,853",#4285853,True
3269,,"06/078,950",,20799586,C07K 7/18 (20130101); C07K 5/1005 (20130101); A61K 38/00 (20130101); Y10S 930/27 (20130101),"September 26, 1979","August 25, 1981","4,285,857",#4285857,True
3270,,"06/106,503",Davy International Aktiengesellschaft,6058091,C07C 51/42 (20130101); C07C 51/573 (20130101); C07C 51/42 (20130101); C07C 63/16 (20130101); C07C 51/573 (20130101); C07C 63/16 (20130101),"December 26, 1979","August 25, 1981","4,285,870",#4285870,True
3271,,"06/082,269",Hoffmann-La Roche Inc.,19728632,C07J 63/008 (20130101); Y10S 514/962 (20130101); Y10S 514/96 (20130101); Y10S 514/869 (20130101),"October 5, 1979","August 25, 1981","4,285,880",#4285880,True
3272,,"06/077,839",Akzona Incorporated,6049976,D01D 5/088 (20130101),"September 21, 1979","August 25, 1981","4,285,898",#4285898,True
3273,,"06/089,420",Phillips Petroleum Co.,22217533,C09C 1/50 (20130101); B01J 19/0006 (20130101),"October 30, 1979","August 25, 1981","4,285,926",#4285926,True
3274,,"06/090,636",Science Union Et Cie,9214422,C07D 211/26 (20130101); C07D 295/096 (20130101); Y10S 514/916 (20130101),"November 2, 1979","August 25, 1981","4,285,943",#4285943,True
3275,,"06/155,148",,26709331,A22C 7/0007 (20130101); A22C 7/003 (20130101); A23L 13/52 (20160801); A22C 21/0069 (20130101); A22C 21/0092 (20130101); A22C 21/00 (20130101),"May 30, 1980","August 25, 1981","4,285,980",#4285980,True
3276,,"06/082,250","Essex Group, Inc.",22170007,B32B 19/06 (20130101); H01F 5/06 (20130101); B32B 19/045 (20130101); B32B 27/36 (20130101); B32B 27/12 (20130101); H01B 3/04 (20130101); B32B 2315/10 (20130101); Y10T 428/31797 (20150401); Y10T 428/31616 (20150401); Y10T 428/31645 (20150401); Y10T 428/31931 (20150401); Y10T 428/31786 (20150401); Y10T 428/24967 (20150115); Y10T 428/251 (20150115); B32B 2457/04 (20130101); B32B 2307/206 (20130101); Y10T 442/145 (20150401); B32B 2367/00 (20130101); B32B 2260/048 (20130101),"October 5, 1979","August 25, 1981","4,286,010",#4286010,True
3277,,"06/029,190",The Drackett Company,21847715,C11D 3/395 (20130101); C11D 3/3955 (20130101); C11D 17/046 (20130101); Y10T 428/2944 (20150115); Y10T 428/249954 (20150401),"April 12, 1979","August 25, 1981","4,286,016",#4286016,True
3278,,"06/032,726","Toray Industries, Incorporated",27520038,C08G 75/0209 (20130101); C08J 5/18 (20130101); G11B 5/7305 (20130101); H01B 3/301 (20130101); C08J 2381/02 (20130101); Y10S 428/901 (20130101); Y10T 428/31533 (20150401); Y10T 428/26 (20150115); Y10S 428/90 (20130101),"April 23, 1979","August 25, 1981","4,286,018",#4286018,True
3279,,"06/144,679",Exxon Research & Engineering Co.,22509650,H01M 8/04276 (20130101); H01M 2/40 (20130101),"April 28, 1980","August 25, 1981","4,286,027",#4286027,True
3280,,"06/126,295",E. I. Du Pont de Nemours and Company,6078268,G03C 1/015 (20130101); G03C 2200/06 (20130101); G03C 2001/03564 (20130101); G03C 2001/03523 (20130101),"March 3, 1980","August 25, 1981","4,286,055",#4286055,True
3281,,"06/116,187","Baxter Travenol Laboratories, Inc.",22365793,C12Y 304/21005 (20130101); C12N 9/6429 (20130101); A61K 38/00 (20130101),"January 28, 1980","August 25, 1981","4,286,056",#4286056,True
3282,,"06/091,798",Wenger Manufacturing,22229710,C08B 30/16 (20130101),"November 6, 1979","August 25, 1981","4,286,058",#4286058,True
3283,,"06/095,667",,22253059,C12M 23/08 (20130101); C12M 23/34 (20130101); C12M 25/16 (20130101); C12M 29/12 (20130101); C12M 37/04 (20130101); C12M 27/02 (20130101); Y10S 435/813 (20130101),"November 19, 1979","August 25, 1981","4,286,065",#4286065,True
3284,,"06/172,892","Air Products and Chemicals, Inc.",22629634,C08G 18/28 (20130101); C08G 18/242 (20130101),"July 28, 1980","August 25, 1981","4,286,073",#4286073,True
3285,,"06/062,043",Hoechst Aktiengesellschaft,26741799,C08F 14/06 (20130101); C08F 291/00 (20130101); C08F 14/06 (20130101); C08F 2/24 (20130101); C08F 291/00 (20130101); C08F 214/06 (20130101),"July 30, 1979","August 25, 1981","4,286,078",#4286078,True
3286,,"06/108,785","Sanyo Trading Co., Inc.",26806272,C08K 5/17 (20130101); C08K 5/175 (20130101); C08L 9/00 (20130101); C08L 9/06 (20130101); C08L 21/00 (20130101); C08L 23/286 (20130101); C08L 9/02 (20130101); C08K 5/17 (20130101); C08L 21/00 (20130101); C08K 5/175 (20130101); C08L 23/28 (20130101); C08L 9/00 (20130101); C08L 9/02 (20130101); C08L 9/06 (20130101); C08L 21/00 (20130101); C08L 23/286 (20130101); C08L 7/00 (20130101); C08L 23/30 (20130101); C08L 71/03 (20130101); C08L 2666/04 (20130101); C08L 2666/04 (20130101); C08L 2666/06 (20130101); C08L 2666/04 (20130101); C08L 2666/04 (20130101),"December 31, 1979","*     August 25, 1981","4,286,079",#4286079,True
3287,,"06/131,958",The Upjohn Company,26700297,C07C 405/00 (20130101); C07C 405/0025 (20130101); C07C 405/0016 (20130101),"March 20, 1980","August 25, 1981","4,286,102",#4286102,True
3288,,"06/058,373",,11051069,H04M 1/02 (20130101),"July 17, 1979","August 25, 1981","4,286,124",#4286124,True
3289,,"06/004,207",Siemens Aktiengesellschaft,6030026,H01H 71/025 (20130101),"January 17, 1979","August 25, 1981","4,286,130",#4286130,True
3290,,"06/083,149",Raytheon Company,22176504,H01P 1/365 (20130101); H05B 6/76 (20130101); H05B 6/725 (20130101); H05B 6/707 (20130101),"October 9, 1979","August 25, 1981","4,286,135",#4286135,True
3291,,"06/018,335",Commissariat a l'Energie Atomique,9206073,F24H 9/2014 (20130101); F24H 1/142 (20130101),"March 7, 1979","August 25, 1981","4,286,140",#4286140,True
3292,,"06/121,499",Kabushiki Kaisha Morita Seisakusho,11970210,A61B 6/14 (20130101),"February 14, 1980","August 25, 1981","4,286,161",#4286161,True
3293,,"06/030,672","Motorola, Inc.",21855393,G01R 19/1658 (20130101); F02P 7/061 (20130101),"April 16, 1979","August 25, 1981","4,286,176",#4286176,True
3294,,"06/038,188",Valbrev S.A.R.L.,9208137,H02K 7/108 (20130101); H02K 29/12 (20130101); H02K 7/118 (20130101),"May 11, 1979","August 25, 1981","4,286,198",#4286198,True
3295,,"06/066,937",,22072687,G02F 1/1313 (20130101); G01N 27/62 (20130101),"August 16, 1979","August 25, 1981","4,286,210",#4286210,True
3296,,"05/961,046",Board of Trustees of the Leland Stanford Junior University,25503994,G01N 22/02 (20130101); G01R 33/24 (20130101); G01N 27/82 (20130101),"November 15, 1978","August 25, 1981","4,286,216",#4286216,True
3297,,"06/085,869",RCA Corporation,22194508,H03C 3/09 (20130101),"October 18, 1979","August 25, 1981","4,286,237",#4286237,True
3298,,"06/067,174",,22074196,G09F 9/30 (20130101); G09F 13/22 (20130101); G09G 3/32 (20130101); G09G 3/24 (20130101); G09F 2013/222 (20130101),"August 16, 1979","August 25, 1981","4,286,263",#4286263,True
3299,,"06/104,342",International Business Machines Corporation,22299990,B41B 19/01 (20130101); G09G 5/246 (20130101); G06K 15/10 (20130101); G06K 2215/0028 (20130101),"December 17, 1979","August 25, 1981","4,286,329",#4286329,True
3300,,"06/101,819",,22286573,A63B 33/002 (20130101); A63B 2033/006 (20130101); A63B 2033/004 (20130101),"December 10, 1979","September 1, 1981","4,286,340",#4286340,True
3301,,"06/102,024",Trico Products Corporation,26269933,B60S 1/3801 (20130101); Y10T 403/7043 (20150115); Y10T 403/32221 (20150115); B60S 2001/3815 (20130101),"December 10, 1979","September 1, 1981","4,286,351",#4286351,True
3302,,"05/868,517",Raychem Corporation,27067088,H05B 3/56 (20130101); Y10T 29/49082 (20150115); Y10T 29/49083 (20150115),"January 11, 1978","*     September 1, 1981","4,286,376",#4286376,True
3303,,"05/899,812",,20331115,E04G 23/006 (20130101),"April 25, 1978","September 1, 1981","4,286,383",#4286383,True
3304,,"06/064,753",Nelson; Robert T.,22058064,B24C 3/062 (20130101),"August 8, 1979","September 1, 1981","4,286,417",#4286417,True
3305,,"06/059,162",Langenstein & Schemann Aktiengesellschaft,6045636,B21J 9/02 (20130101); B21K 1/466 (20130101); B21J 9/022 (20130101),"July 20, 1979","September 1, 1981","4,286,454",#4286454,True
3306,,"06/127,701",Shell Oil Company,22431498,G01N 11/08 (20130101); G01N 30/02 (20130101); G01N 30/32 (20130101); G01N 33/442 (20130101); G01N 2030/625 (20130101); G01N 30/02 (20130101); B01D 15/34 (20130101),"March 6, 1980","September 1, 1981","4,286,457",#4286457,True
3307,,"06/075,953",Trustees of Dartmouth College,22128979,G01K 1/02 (20130101); G01K 7/00 (20130101); G01K 3/00 (20130101),"September 17, 1979","September 1, 1981","4,286,465",#4286465,True
3308,,"06/072,820",The United States of America as represented by the Secretary of the Navy,22109955,G01N 29/2418 (20130101); G01H 9/004 (20130101),"September 4, 1979","September 1, 1981","4,286,468",#4286468,True
3309,,"06/017,574",Societe Nationale d'Etude et de Construction de Moteurs d'Aviation,9205310,F16H 53/00 (20130101); Y10T 74/2101 (20150115); Y10T 74/1896 (20150115),"March 5, 1979","September 1, 1981","4,286,473",#4286473,True
3310,,"06/120,076",,22388126,B23B 29/244 (20130101); Y10T 82/2587 (20150115); Y10T 82/2585 (20150115),"February 7, 1980","September 1, 1981","4,286,485",#4286485,True
3311,,"06/112,937",Stanztechnik GmbH R & S,27432314,B26D 5/12 (20130101); B26F 1/38 (20130101); F15B 15/10 (20130101); F15B 15/24 (20130101); B26D 2007/202 (20130101); B26F 2210/06 (20130101); Y10S 83/914 (20130101); Y10T 83/808 (20150401); Y10T 83/8785 (20150401); Y10T 83/8861 (20150401); Y10T 83/8713 (20150401); Y10T 83/7493 (20150401); Y10T 83/819 (20150401),"January 17, 1980","September 1, 1981","4,286,490",#4286490,True
3312,,"06/067,460",Havaco Incorporated,22076138,F01B 29/08 (20130101); F01L 33/02 (20130101); Y10T 137/86638 (20150401),"August 17, 1979","September 1, 1981","4,286,500",#4286500,True
3313,,"06/055,484",Lucas Industries Limited,10498332,B60T 13/57 (20130101),"July 6, 1979","September 1, 1981","4,286,501",#4286501,True
3314,,"06/030,047",,21852243,F02D 19/12 (20130101); Y02T 10/121 (20130101),"April 13, 1979","September 1, 1981","4,286,550",#4286550,True
3315,,"06/163,694",Burron Medical Inc.,22591172,A61M 5/3134 (20130101); A61M 2005/3104 (20130101),"June 27, 1980","September 1, 1981","4,286,591",#4286591,True
3316,,"06/077,078","ACF Industries, Incorporated",22135948,F16K 5/0673 (20130101); Y10T 137/4442 (20150401); Y10T 137/1797 (20150401),"September 19, 1979","September 1, 1981","4,286,614",#4286614,True
3317,,"06/046,988",Foster Wheeler Limited,4113784,F22B 1/025 (20130101); F28D 7/06 (20130101); F28F 9/0135 (20130101); Y10S 165/506 (20130101); F28F 13/06 (20130101); Y10S 165/407 (20130101),"June 8, 1979","September 1, 1981","4,286,654",#4286654,True
3318,,"06/060,110",Institut Francais du Petrole,27250842,E21B 23/006 (20130101); E21B 7/067 (20130101),"July 24, 1979","September 1, 1981","4,286,676",#4286676,True
3319,,"06/109,158","Engineered Products, Inc.",22326119,A45F 3/02 (20130101); A45C 3/00 (20130101),"January 2, 1980","September 1, 1981","4,286,697",#4286697,True
3320,,"06/179,397",United Technologies Corporation,22656424,F16N 21/06 (20130101); B64D 37/005 (20130101),"August 19, 1980","September 1, 1981","4,286,727",#4286727,True
3321,,"06/058,176",,22015165,B05B 7/12 (20130101); B05B 7/0408 (20130101),"July 17, 1979","September 1, 1981","4,286,734",#4286734,True
3322,,"06/034,032",,21873880,A63H 27/04 (20130101); Y10T 24/3916 (20150115),"April 27, 1979","September 1, 1981","4,286,762",#4286762,True
3323,,"06/122,758",Foseco Trading A.G.,10503267,B22D 41/46 (20130101),"February 19, 1980","September 1, 1981","4,286,773",#4286773,True
3324,,"06/056,804",Carlos Enterprises,22006665,A63B 69/0046 (20130101),"July 12, 1979","September 1, 1981","4,286,784",#4286784,True
3325,,"06/088,070",,22209225,A63B 69/0068 (20130101),"October 24, 1979","September 1, 1981","4,286,788",#4286788,True
3326,,"06/050,471",,21965435,F16D 3/845 (20130101); F16D 3/40 (20130101),"June 20, 1979","September 1, 1981","4,286,794",#4286794,True
3327,,"06/076,654",Rockwell International Corporation,22133393,B62D 7/18 (20130101); Y10T 403/7079 (20150115); Y10T 403/32893 (20150115),"September 18, 1979","September 1, 1981","4,286,799",#4286799,True
3328,,"05/840,951",,25283648,E05B 65/48 (20130101); Y10T 292/1025 (20150401); Y10T 292/31 (20150401); Y10T 70/358 (20150401); Y10T 70/496 (20150401); Y10T 70/375 (20150401),"October 11, 1977","September 1, 1981","4,286,814",#4286814,True
3329,,"06/078,457",Morgan Construction Company,22144143,B21B 31/074 (20130101); F16C 13/02 (20130101); F16C 21/00 (20130101); F16C 35/00 (20130101); B21B 2203/28 (20130101); B21B 2203/30 (20130101); F16C 2226/50 (20130101); F16C 17/02 (20130101); F16C 2322/12 (20130101); F16C 19/385 (20130101),"September 24, 1979","September 1, 1981","4,286,830",#4286830,True
3330,,"06/042,602",Thomson-CSF,9208753,G02B 6/12007 (20130101); G02B 6/1221 (20130101); G02B 6/34 (20130101); G02B 6/2817 (20130101); G02B 6/30 (20130101); G02B 6/124 (20130101),"May 23, 1979","September 1, 1981","4,286,838",#4286838,True
3331,,"06/091,972",,22230561,G02B 25/001 (20130101),"November 7, 1979","September 1, 1981","4,286,844",#4286844,True
3332,,"06/009,806",Canon Kabushiki Kaisha,27519597,G03B 7/0807 (20150115); G03B 7/097 (20130101),"February 6, 1979","September 1, 1981","4,286,849",#4286849,True
3333,,"05/965,693",Lingner & Fischer GmbH,10360073,A23G 3/52 (20130101); C11D 17/00 (20130101); A23G 9/46 (20130101); A61K 8/0229 (20130101); A61K 8/042 (20130101); A61K 9/025 (20130101); C08G 59/18 (20130101); C08J 3/241 (20130101); C09D 7/14 (20130101); C09D 13/00 (20130101); C09J 5/00 (20130101); A23G 9/44 (20130101); A61K 2800/242 (20130101); A61K 2800/244 (20130101); A61K 2800/88 (20130101); A61Q 5/02 (20130101); A61Q 9/02 (20130101); A61Q 9/04 (20130101); A61Q 15/00 (20130101),"December 1, 1978","September 1, 1981","4,286,890",#4286890,True
3334,,"06/028,454","Green Line, Inc.",21843531,A01B 35/20 (20130101); A01B 39/22 (20130101); F16B 2200/403 (20180801); Y10T 403/7117 (20150115),"April 9, 1979","September 1, 1981","4,286,892",#4286892,True
3335,,"06/096,400",The British Petroleum Company Limited,10507854,B63C 11/34 (20130101); E21B 41/10 (20130101); E21B 41/06 (20130101),"November 21, 1979","September 1, 1981","4,286,896",#4286896,True
3336,,"06/085,176",Komet Stahlhalter- und Werkzeugfabrik Robert Breuning GmbH,6696412,B23B 27/1666 (20130101); Y10T 407/229 (20150115); Y10T 407/1934 (20150115); Y10T 407/2286 (20150115),"October 15, 1979","September 1, 1981","4,286,901",#4286901,True
3337,,"06/024,041",Didier Engineering GmbH,6036752,C10B 25/22 (20130101); F27B 1/21 (20130101); C10B 39/02 (20130101); C10B 31/02 (20130101),"March 26, 1979","September 1, 1981","4,286,912",#4286912,True
3338,,"06/046,498",,6041482,A61C 19/04 (20130101); A61C 11/001 (20130101),"June 7, 1979","September 1, 1981","4,286,947",#4286947,True
3339,,"06/062,317",Armstrong Cork Company,22041698,D06Q 1/06 (20130101); D06P 3/24 (20130101); Y10S 8/21 (20130101); Y10S 8/929 (20130101),"July 30, 1979","September 1, 1981","4,286,955",#4286955,True
3340,,"06/139,313",Cominco Ltd.,22486055,B01D 1/14 (20130101); C01B 17/0232 (20130101); C01B 17/0221 (20130101); B01J 6/005 (20130101),"April 11, 1980","September 1, 1981","4,286,966",#4286966,True
3341,,"06/153,208",E. I. DuPont de Nemours and Company,4115739,C09B 67/0036 (20130101); C09B 48/00 (20130101),"May 27, 1980","September 1, 1981","4,286,998",#4286998,True
3342,,"06/100,409","Nippon Paint Co., Ltd.",22279611,C23C 22/73 (20130101),"December 5, 1979","September 1, 1981","4,287,004",#4287004,True
3343,,"05/925,812",The Meyercord Co.,25452280,B44C 1/1712 (20130101); B65C 5/04 (20130101); B65C 9/02 (20130101); B65C 9/36 (20130101); Y10T 156/171 (20150115); Y10T 156/178 (20150115); Y10T 156/1768 (20150115),"July 18, 1978","September 1, 1981","4,287,016",#4287016,True
