,Applicant Country,Applicant Number,Assignee Name,Family ID,Fields,File Date,Patent Date,Patent Number,Title (Patent Number),fetched
2373,,"06/439,720",,20345169,G03D 15/10 (20130101); Y10T 156/1339 (20150115); Y10T 156/1343 (20150115),"November 8, 1982","June 19, 1984","4,455,188",#4455188,True
2374,,"06/495,301",Butler Automatic Inc.,23968110,B65H 19/1852 (20130101); B65H 19/1873 (20130101); B65H 19/20 (20130101); B65H 2301/46412 (20130101); B65H 2301/46172 (20130101); B65H 2301/4621 (20130101); B65H 2301/46312 (20130101); B65H 2301/46115 (20130101),"April 20, 1983","June 19, 1984","4,455,190",#4455190,True
2375,,"06/500,874",J V Kunststoffwerk GmbH,6165483,C25C 7/00 (20130101),"June 3, 1983","June 19, 1984","4,455,209",#4455209,True
2376,,"06/368,158",Groteke; Daniel E.,23450080,C22B 9/023 (20130101); Y02P 10/234 (20151101),"April 14, 1982","June 19, 1984","4,455,238",#4455238,True
2377,,"06/459,668",Beecham Group p.l.c.,10527789,C07D 499/00 (20130101),"January 20, 1983","June 19, 1984","4,455,314",#4455314,True
2378,,"06/426,554",Salzle; Erich,6119398,B01D 45/10 (20130101); C09D 7/71 (20180101); B05B 14/49 (20180201); B05B 16/80 (20180201); Y10S 55/46 (20130101); Y10S 210/93 (20130101); B05B 14/465 (20180201); B05B 14/462 (20180201),"September 29, 1982","June 19, 1984","4,455,332",#4455332,True
2379,,"06/481,986",,23914182,H01M 10/16 (20130101); H01M 2/06 (20130101),"April 4, 1983","June 19, 1984","4,455,356",#4455356,True
2380,,"06/447,847",The United States of America as represented by the United States,23777983,C03C 3/17 (20130101); C03C 27/02 (20130101); C03C 3/21 (20130101),"December 8, 1982","June 19, 1984","4,455,384",#4455384,True
2381,,"06/204,293",General Electric Company,27394644,C04B 35/56 (20130101),"November 5, 1980","June 19, 1984","4,455,385",#4455385,True
2382,,"06/337,236","UBE Industries, Ltd.",26373784,C01B 32/907 (20170801); C08G 77/42 (20130101); C08G 77/58 (20130101); C04B 35/571 (20130101); C01P 2002/72 (20130101); C01P 2002/82 (20130101),"January 6, 1982","June 19, 1984","4,455,414",#4455414,True
2383,,"06/442,924",Bayer Aktiengesellschaft,6148322,C07D 257/04 (20130101); C07D 263/38 (20130101); C07D 263/58 (20130101); C07D 271/07 (20130101); C07D 417/12 (20130101); C07D 277/34 (20130101); C07D 277/68 (20130101); C07D 285/08 (20130101); C07D 285/13 (20130101); C07D 271/113 (20130101),"November 18, 1982","June 19, 1984","4,455,428",#4455428,True
2384,,"06/534,272",Exxon Research & Engineering Co.,27027925,C09K 8/22 (20130101),"September 21, 1983","June 19, 1984","4,455,429",#4455429,True
2385,,"06/361,990",Siemens Aktiengesellschaft,6129943,H01J 47/02 (20130101),"March 25, 1982","June 19, 1984","4,455,488",#4455488,True
2386,,"06/352,284",FMC Corporation,23384518,H02K 33/12 (20130101),"February 25, 1982","June 19, 1984","4,455,496",#4455496,True
2387,,"06/370,246","Victor Company of Japan, Limited",13127955,H02P 6/10 (20130101),"April 20, 1982","June 19, 1984","4,455,514",#4455514,True
2388,,"06/341,353",International Telecommunications Satellite Organization,23337193,H03F 3/26 (20130101); H03F 3/602 (20130101); H03F 2200/198 (20130101),"January 21, 1982","June 19, 1984","4,455,536",#4455536,True
2389,,"06/402,848",Siemens Aktiengesellschaft,6140104,H05K 5/0091 (20130101),"July 29, 1982","June 19, 1984","4,455,538",#4455538,True
2390,,"06/407,684","Motorola, Inc.",23613102,H03H 19/004 (20130101),"August 13, 1982","June 19, 1984","4,455,539",#4455539,True
2391,,"06/439,501",Sperry Corporation,23744963,H01F 5/003 (20130101); H01F 17/0033 (20130101); H05K 1/18 (20130101); H01F 2038/026 (20130101); H01F 2027/2814 (20130101),"November 5, 1982","June 19, 1984","4,455,545",#4455545,True
2392,,"06/306,975",,23187712,B65H 63/0321 (20130101); G01V 1/22 (20130101); B65H 2701/31 (20130101),"September 29, 1981","June 19, 1984","4,455,549",#4455549,True
2393,,"06/384,214",,23516464,H01Q 1/005 (20130101); H01Q 15/16 (20130101); Y10T 29/49016 (20150115),"June 2, 1982","June 19, 1984","4,455,557",#4455557,True
2394,,"06/325,447",Hughes Aircraft Company,23267913,H01L 27/0688 (20130101); H01L 29/8605 (20130101); H01L 28/20 (20130101),"November 27, 1981","June 19, 1984","4,455,567",#4455567,True
2395,,"06/302,902",Honeywell Information Systems Inc.,23169701,G06F 13/4234 (20130101); G06F 13/16 (20130101),"September 16, 1981","June 19, 1984","4,455,606",#4455606,True
2396,,"06/328,525",Tokyo Shibaura Denki Kabushiki Kaisha,14855631,G06F 15/167 (20130101); G06F 5/06 (20130101),"December 8, 1981","June 19, 1984","4,455,608",#4455608,True
2397,,"06/457,599",Hewlett-Packard Company,26905180,G06F 11/34 (20130101); G06F 11/2205 (20130101),"January 13, 1983","June 19, 1984","4,455,624",#4455624,True
2398,,"06/458,592",International Business Machines Corporation,26931046,G11C 11/4116 (20130101); G11C 11/411 (20130101),"January 17, 1983","June 19, 1984","4,455,625",#4455625,True
2399,,"06/477,056",Honeywell Inc.,23894333,G11C 11/14 (20130101),"March 21, 1983","June 19, 1984","4,455,626",#4455626,True
2400,,"06/346,199",Fujitsu Limited,11917669,G11C 7/00 (20130101); G11C 11/419 (20130101); G11C 11/417 (20130101); G11C 7/20 (20130101),"February 5, 1982","June 19, 1984","4,455,627",#4455627,True
2401,,"06/331,206","Telesciences, Inc.",23293018,H04B 17/40 (20150115),"December 16, 1981","June 19, 1984","4,455,644",#4455644,True
2402,,"06/365,819",Imperial Clevite Inc.,23440501,H05K 9/006 (20130101); H04B 1/08 (20130101),"April 5, 1982","June 19, 1984","4,455,682",#4455682,True
2403,,"06/399,742",,23580781,E03D 1/144 (20130101); Y02A 20/412 (20180101),"July 19, 1982","June 26, 1984","4,455,694",#4455694,True
2404,,"06/518,195","Otting International, Inc.",27001135,D06B 1/06 (20130101),"July 28, 1983","June 26, 1984","4,455,700",#4455700,True
2405,,"06/351,565",A/S Grorud Jernvarefabrik,19885954,E05D 15/30 (20130101); Y10T 16/52 (20150115); E05Y 2900/148 (20130101); E05Y 2800/744 (20130101),"February 23, 1982","June 26, 1984","4,455,710",#4455710,True
2406,,"06/430,250",Sueddeutsche Kuehlerfabrik Julius Fr. Behr GmbH & Co. KG,6056279,B21D 39/02 (20130101); B23P 11/00 (20130101); F28F 9/0226 (20130101); F28F 2275/122 (20130101); Y10T 403/49 (20150115); Y10T 29/53717 (20150115); Y10T 29/49934 (20150115); Y10T 29/4935 (20150115); Y10T 29/49918 (20150115); Y10T 29/53122 (20150115),"September 30, 1982","June 26, 1984","4,455,728",#4455728,True
2407,,"06/395,485",,23563234,F41C 7/12 (20130101); F41A 21/10 (20130101),"July 6, 1982","June 26, 1984","4,455,777",#4455777,True
2408,,"06/271,211",,23034655,A63H 23/08 (20130101); A63H 23/06 (20130101),"June 8, 1981","June 26, 1984","4,455,782",#4455782,True
2409,,"06/299,315","Wasco Products, Inc.",23154270,E04D 3/08 (20130101); E04D 2003/0806 (20130101); E04D 2003/0868 (20130101); Y10T 403/345 (20150115); E04D 2003/0881 (20130101); E04D 2003/0893 (20130101); Y10T 403/75 (20150115); E04D 2003/0875 (20130101),"September 4, 1981","June 26, 1984","4,455,798",#4455798,True
2410,,"06/348,493",,23368274,A01G 3/0435 (20130101),"February 12, 1982","June 26, 1984","4,455,815",#4455815,True
2411,,"06/346,050",Institut Elektrosvarki Imeni E. O. Patona,23357714,B21D 22/14 (20130101); B21D 17/04 (20130101),"January 26, 1982","June 26, 1984","4,455,852",#4455852,True
2412,,"06/270,918",Firma Heinz Hettich,6104293,A41H 37/008 (20130101); B21G 1/08 (20130101); B65C 7/005 (20130101); Y10T 407/1908 (20150115),"June 5, 1981","June 26, 1984","4,455,858",#4455858,True
2413,,"06/362,840",Yamada; Tatsuzo,23427743,B21D 1/14 (20130101); Y10S 72/705 (20130101),"March 29, 1982","June 26, 1984","4,455,859",#4455859,True
2414,,"06/327,455","Micro Pure Systems, Inc.",23276616,G10K 11/352 (20130101); G01N 29/032 (20130101),"December 4, 1981","June 26, 1984","4,455,873",#4455873,True
2415,,"06/390,755",Queen's University at Kingston,4120380,G01N 1/2202 (20130101); G01N 33/0011 (20130101); G01N 2001/2223 (20130101); G01N 1/24 (20130101),"June 21, 1982","June 26, 1984","4,455,881",#4455881,True
2416,,"06/358,625",Zahnradfabrik Friedrichshafen Aktiengesellschaft,6726885,F16H 59/044 (20130101); H01H 25/00 (20130101); B60K 20/06 (20130101); F16H 61/18 (20130101); Y10T 74/19437 (20150115); Y10T 74/2003 (20150115); F16H 2059/088 (20130101),"March 16, 1982","June 26, 1984","4,455,885",#4455885,True
2417,,"06/378,824",Nippon Gakki Seizo Kabushiki Kaisha,13901927,G10H 7/06 (20130101); G10H 1/053 (20130101),"May 17, 1982","June 26, 1984","4,455,911",#4455911,True
2418,,"06/400,845",J. Paaskesen og son a/s,23585264,A21B 3/15 (20130101); A21B 1/48 (20130101),"July 22, 1982","June 26, 1984","4,455,926",#4455926,True
2419,,"06/508,329",The British Petroleum Company Limited,10503860,F24H 1/26 (20130101); F24H 9/1836 (20130101); F22B 31/0046 (20130101); F23C 10/18 (20130101); F23C 2900/99006 (20130101),"June 27, 1983","June 26, 1984","4,455,969",#4455969,True
2420,,"06/469,685",Alfa Romeo Auto S.p.A.,11162030,F02D 41/0087 (20130101); F02D 17/02 (20130101); F02B 1/04 (20130101),"February 25, 1983","June 26, 1984","4,455,984",#4455984,True
2421,,"06/398,420",,23575317,A47J 37/0763 (20130101),"July 14, 1982","June 26, 1984","4,455,991",#4455991,True
2422,,"06/340,427","Elliott Turbomachinery Company, Inc.",23333307,F01D 17/18 (20130101); Y10T 137/87016 (20150401),"January 18, 1982","June 26, 1984","4,456,032",#4456032,True
2423,,"06/225,153",Pont-A-Mousson S.A.,9237605,B67C 3/02 (20130101); B67C 3/242 (20130101); B67C 3/26 (20130101); B67C 7/00 (20130101); B67C 7/004 (20130101); B67C 3/2614 (20130101); B67C 2003/2671 (20130101),"January 14, 1981","June 26, 1984","4,456,040",#4456040,True
2424,,"06/294,629",Elektra Energie A.G.,23134240,E21B 43/16 (20130101); E21B 43/305 (20130101); E21B 43/2401 (20130101); E21B 43/24 (20130101),"August 20, 1981","June 26, 1984","4,456,065",#4456065,True
2425,,"06/410,750",Exxon Production Research Co.,23626063,E21B 17/01 (20130101); E21B 43/017 (20130101); E21B 43/01 (20130101),"August 24, 1982","June 26, 1984","4,456,073",#4456073,True
2426,,"06/311,871",,15396288,A63C 17/0013 (20130101); B62M 27/00 (20130101); B62D 51/065 (20130101),"October 15, 1981","June 26, 1984","4,456,089",#4456089,True
2427,,"06/386,290",Moto Laverda S.p.A.,11328389,B62J 25/00 (20130101); G05G 1/60 (20130101); F02B 61/02 (20130101); Y10T 74/20918 (20150115),"June 8, 1982","June 26, 1984","4,456,090",#4456090,True
2428,,"06/274,476",Interstate Electronics Corp.,23048357,B66F 17/006 (20130101); B66F 11/046 (20130101),"June 16, 1981","June 26, 1984","4,456,093",#4456093,True
2429,,"06/289,873",Kabushiki Kaisha Daikin Seisakusho,25795359,F16D 49/06 (20130101); F16D 49/12 (20130101); F16H 63/3003 (20130101); F16D 65/067 (20130101); F16D 65/04 (20130101),"August 4, 1981","June 26, 1984","4,456,100",#4456100,True
2430,,"06/301,123",Fletcher Sutcliffe Wild Limited,23162054,F16D 67/04 (20130101); B60W 10/18 (20130101); B60W 10/02 (20130101),"September 11, 1981","June 26, 1984","4,456,109",#4456109,True
2431,,"06/301,518",Nordson Corporation,23163730,B29B 13/022 (20130101); B05C 11/1042 (20130101),"September 14, 1981","June 26, 1984","4,456,151",#4456151,True
2432,,"06/327,265",Dnepropetrovsky Khimiko-Tekhnologichesky Institut Imeni F. E.,26281459,B05B 1/14 (20130101); C10B 27/06 (20130101); B05B 1/3447 (20130101),"December 3, 1981","June 26, 1984","4,456,175",#4456175,True
2433,,"06/241,942",Chisso Engineering Co. Ltd.,22912820,B01J 3/002 (20130101); H05B 6/108 (20130101); Y10T 137/6606 (20150401),"March 9, 1981","June 26, 1984","4,456,186",#4456186,True
2434,,"06/311,019",EMI Limited,10516691,G11B 15/662 (20130101),"October 13, 1981","June 26, 1984","4,456,191",#4456191,True
2435,,"06/239,140","Nissan Motor Co., Ltd.",12238702,B60R 22/44 (20130101),"February 27, 1981","June 26, 1984","4,456,196",#4456196,True
2436,,"06/276,288",,6105597,B65H 54/2875 (20130101); B65H 2553/42 (20130101),"June 22, 1981","June 26, 1984","4,456,199",#4456199,True
2437,,"06/407,455","Lowrance Electronics, Inc.",23612168,G10K 11/006 (20130101); F16B 47/00 (20130101),"August 12, 1982","June 26, 1984","4,456,210",#4456210,True
2438,,"06/298,031",Illinois Tool Works Inc.,23148718,A47B 57/42 (20130101); F25D 25/02 (20130101); F16B 2200/20 (20180801); Y10T 403/581 (20150115); F25D 2400/32 (20130101),"August 31, 1981","June 26, 1984","4,456,211",#4456211,True
2439,,"06/473,056",,23878005,F16K 31/52425 (20130101); Y10T 137/9464 (20150401),"March 7, 1983","June 26, 1984","4,456,222",#4456222,True
2440,,"06/453,280",,26979048,H02G 9/10 (20130101); H02G 1/08 (20130101),"December 27, 1982","June 26, 1984","4,456,225",#4456225,True
2441,,"06/475,473",,23887722,F41B 15/00 (20130101),"March 15, 1983","June 26, 1984","4,456,256",#4456256,True
2442,,"06/424,907",,23684377,B32B 27/12 (20130101); F41J 3/0004 (20130101); B32B 7/08 (20130101); B32B 5/26 (20130101); B32B 2272/00 (20130101); B32B 2262/101 (20130101); B32B 2250/05 (20130101),"September 27, 1982","June 26, 1984","4,456,264",#4456264,True
2443,,"06/348,507","Coachmen Industries, Inc.",23368324,B60R 3/002 (20130101),"February 12, 1982","June 26, 1984","4,456,275",#4456275,True
2444,,"06/366,506",,27151436,B62M 1/32 (20130101); B62M 1/26 (20130101),"April 8, 1982","June 26, 1984","4,456,276",#4456276,True
2445,,"06/366,282",,23442402,B62D 53/06 (20130101); B60P 3/07 (20130101),"April 7, 1982","June 26, 1984","4,456,278",#4456278,True
2446,,"06/290,312",Siemens Aktiengesellschaft,6109853,B66C 1/06 (20130101); H02K 41/025 (20130101); H01F 7/206 (20130101),"August 5, 1981","June 26, 1984","4,456,292",#4456292,True
2447,,"06/407,133","Yamaichi Electric Mfg. Co., Ltd.",14913261,H05K 7/1069 (20130101),"August 11, 1982","June 26, 1984","4,456,318",#4456318,True
2448,,"06/319,788","Automatic Connector, Inc.",23243650,H01R 9/0521 (20130101),"November 9, 1981","June 26, 1984","4,456,323",#4456323,True
2449,,"06/409,309",Radiall Industrie,4292415,H01B 11/1834 (20130101); H01R 24/40 (20130101); H01R 2103/00 (20130101),"August 18, 1982","June 26, 1984","4,456,324",#4456324,True
2450,,"06/269,105",Hughes Aircraft Company,23025819,G03H 1/00 (20130101),"June 1, 1981","June 26, 1984","4,456,328",#4456328,True
2451,,"06/386,524",The Post Office,10505337,G02B 6/4495 (20130101); G02B 6/4407 (20130101); G02B 6/4439 (20130101),"June 9, 1982","June 26, 1984","4,456,331",#4456331,True
2452,,"06/433,026",Minnesota Mining and Manufacturing Company,26976557,G02B 3/0043 (20130101); G02B 3/0068 (20130101); G02B 5/10 (20130101); G02F 1/133553 (20130101); G02B 5/0858 (20130101); Y10S 359/90 (20130101),"October 5, 1982","June 26, 1984","4,456,336",#4456336,True
2453,,"06/308,035",Nippon Kogaku K.K.,15311291,G02B 15/22 (20130101); G02B 7/105 (20130101),"October 2, 1981","June 26, 1984","4,456,342",#4456342,True
2454,,"06/329,793",Johnson & Johnson,23287043,G01N 21/47 (20130101); G01N 21/88 (20130101); G01N 21/552 (20130101); G01N 21/86 (20130101),"December 11, 1981","June 26, 1984","4,456,374",#4456374,True
2455,,"06/426,674",,23691752,G04C 3/002 (20130101); G07C 1/22 (20130101); G04F 8/08 (20130101),"September 29, 1982","June 26, 1984","4,456,383",#4456383,True
2456,,"06/498,863","Sumitomo Metal Industries, Inc.",14034256,C21C 5/36 (20130101); C21C 5/35 (20130101); C21C 1/04 (20130101),"May 27, 1983","June 26, 1984","4,456,477",#4456477,True
2457,,"06/428,085",Sunds Defibrator AB,20339028,D21B 1/22 (20130101),"September 29, 1982","June 26, 1984","4,456,503",#4456503,True
2458,,"06/344,274",Sperry Corporation,23349810,C25D 11/02 (20130101); C25D 11/022 (20130101); H01L 39/2493 (20130101),"January 28, 1982","June 26, 1984","4,456,506",#4456506,True
2459,,"06/169,851",C. Conradty Nurnberg GmbH & Co.,27188135,C25C 7/02 (20130101); C25C 3/12 (20130101),"July 17, 1980","June 26, 1984","4,456,519",#4456519,True
2460,,"06/353,047","Medtronic, Inc.",23387549,H01M 4/581 (20130101); H01M 4/02 (20130101),"March 1, 1982","June 26, 1984","4,456,520",#4456520,True
2461,,"06/257,476",Ethyl Corporation,22976454,C10L 1/223 (20130101); C09K 15/18 (20130101),"April 24, 1981","June 26, 1984","4,456,541",#4456541,True
2462,,"06/416,810","Ashland Oil, Inc.",23651399,C07C 67/055 (20130101); C07C 67/055 (20130101); C07C 69/017 (20130101); C07C 67/055 (20130101); C07C 69/24 (20130101),"September 13, 1982","June 26, 1984","4,456,555",#4456555,True
2463,,"06/421,924",Hoffmann-La Roche Inc.,4269011,C07D 233/91 (20130101),"September 23, 1982","June 26, 1984","4,456,610",#4456610,True
2464,,"06/342,929",Laboratoires Panmedica,9254719,C07D 209/20 (20130101),"January 26, 1982","June 26, 1984","4,456,611",#4456611,True
2465,,"06/367,866",Schering Aktiengesellschaft,6130598,C07J 63/008 (20130101); Y10S 514/864 (20130101); Y10S 514/859 (20130101),"April 13, 1982","June 26, 1984","4,456,620",#4456620,True
2466,,"06/397,279",Lever Brothers Company,19837789,C11C 3/06 (20130101); A23D 7/001 (20130101); A23D 7/013 (20130101); C11C 3/02 (20130101),"July 12, 1982","June 26, 1984","4,456,627",#4456627,True
2467,,"06/524,411","Monosolar, Inc.",24089102,H01L 21/443 (20130101); H01L 21/465 (20130101); Y10S 438/974 (20130101); Y02E 10/543 (20130101),"August 18, 1983","June 26, 1984","4,456,630",#4456630,True
2468,,"06/403,032","Armstrong World Industries, Inc.",23594235,B32B 5/24 (20130101); D06N 7/0007 (20130101); D06N 7/0055 (20130101); B32B 5/245 (20130101); B32B 27/12 (20130101); B44F 1/02 (20130101); Y10T 428/2991 (20150115); Y10T 428/249988 (20150401); Y10T 428/3192 (20150401); Y10T 428/24851 (20150115); Y10T 428/24504 (20150115); Y10T 428/24876 (20150115); Y10T 428/254 (20150115); Y10T 428/24893 (20150115); Y10T 428/24901 (20150115); Y10T 428/24479 (20150115); B32B 2264/0242 (20130101); B32B 2260/021 (20130101); B32B 2260/046 (20130101); B32B 2471/00 (20130101),"July 29, 1982","June 26, 1984","4,456,643",#4456643,True
2469,,"06/313,807",Energy Research Corporation,23217233,H01M 8/0297 (20130101); H01M 8/04074 (20130101); H01M 8/0267 (20130101); H01M 8/0271 (20130101); Y10T 428/2457 (20150115); Y02P 70/56 (20151101); Y10T 428/24612 (20150115); Y10T 428/24562 (20150115); Y10T 428/24744 (20150115); Y10T 428/30 (20150115),"October 22, 1981","June 26, 1984","4,456,645",#4456645,True
2470,,"06/469,476","Nitto Electric Industrial Co., Ltd.",12179748,H01B 5/02 (20130101); H05K 3/103 (20130101); B32B 7/12 (20130101); C09J 7/22 (20180101); C09J 7/28 (20180101); H01B 7/0815 (20130101); Y10T 428/2804 (20150115); H05K 3/386 (20130101); H05K 2201/1028 (20130101); H05K 2203/0278 (20130101); Y10S 428/906 (20130101); Y10T 428/24628 (20150115); B32B 2038/042 (20130101); B32B 2307/202 (20130101); B32B 2405/00 (20130101); Y10T 428/24322 (20150115); Y10T 428/24331 (20150115),"February 24, 1983","June 26, 1984","4,456,652",#4456652,True
2471,,,,,,,"4,456,656","4,456,656",#4456656,True
2472,,"06/457,104",Bayer Aktiengesellschaft,6153794,C08G 18/307 (20130101); C08J 7/047 (20130101); C09D 175/02 (20130101); C08J 2327/06 (20130101); Y10T 428/31935 (20150401); Y10T 428/3158 (20150401); C08J 2475/00 (20130101),"January 10, 1983","June 26, 1984","4,456,658",#4456658,True
2473,,"06/388,732","Matsushita Electric Industrial Co., Ltd.",14079200,G03G 7/00 (20130101); G03G 13/22 (20130101); G03G 13/01 (20130101); G03G 9/0928 (20130101),"June 15, 1982","June 26, 1984","4,456,669",#4456669,True
2474,,"06/420,689","Fuji Photo Film Co., Ltd.",15467183,G03C 7/39252 (20130101),"September 21, 1982","June 26, 1984","4,456,682",#4456682,True
2475,,"06/211,921",President and Fellows of Harvard College,26906591,C12N 5/0629 (20130101); C12N 2501/01 (20130101),"December 1, 1980","June 26, 1984","4,456,687",#4456687,True
2476,,"06/480,183",Shell Oil Company,26987278,C08G 59/68 (20130101),"March 28, 1983","June 26, 1984","4,456,698",#4456698,True
2477,,"06/462,637",Chevron Research Company,26854672,B01J 35/10 (20130101); B01J 35/1019 (20130101); B01J 35/1038 (20130101); C10G 2300/107 (20130101); B01J 35/1061 (20130101); B01J 35/1066 (20130101); B01J 35/109 (20130101); B01J 35/1042 (20130101),"January 31, 1983","June 26, 1984","4,456,701",#4456701,True
2478,,"06/488,830",International Business Machines Corporation,27012259,C08L 79/04 (20130101); H01B 3/306 (20130101); H05K 1/0346 (20130101); H01B 3/40 (20130101); Y10T 442/2926 (20150401); Y10S 428/901 (20130101),"April 26, 1983","June 26, 1984","4,456,712",#4456712,True
2479,,"06/278,604",Bayer Aktiengesellschaft,6107740,C08K 5/3462 (20130101); C08K 5/3492 (20130101); C08K 5/3462 (20130101); C08L 77/00 (20130101); C08K 5/3492 (20130101); C08L 77/00 (20130101),"June 29, 1981","June 26, 1984","4,456,715",#4456715,True
2480,,"06/527,283",General Electric Company,26992968,C08K 3/38 (20130101); C08K 5/55 (20130101); C08K 5/02 (20130101),"August 29, 1983","June 26, 1984","4,456,720",#4456720,True
2481,,"06/506,262",Bayer Aktiengesellschaft,6166629,C08G 18/10 (20130101); C08G 73/02 (20130101); C08G 18/10 (20130101); C08G 18/305 (20130101),"June 21, 1983","June 26, 1984","4,456,730",#4456730,True
2482,,"06/445,098","Takeda Chemical Industries, Ltd.",16556141,C08G 18/0804 (20130101); C08G 18/5021 (20130101); C08G 18/6266 (20130101); C08G 18/7887 (20130101); C08G 18/6415 (20130101); C08G 18/643 (20130101); C08G 18/701 (20130101); C08G 18/6283 (20130101),"November 29, 1982","June 26, 1984","4,456,744",#4456744,True
2483,,"06/506,133",Bristol-Myers Company,26835157,C07D 493/10 (20130101),"June 20, 1983","June 26, 1984","4,456,765",#4456765,True
2484,,"06/387,906",Bayer Aktiengesellschaft,6136452,C07C 257/22 (20130101),"June 14, 1982","June 26, 1984","4,456,769",#4456769,True
2485,,"06/444,059",Polaroid Corporation,23763318,F24S 23/30 (20180501); F24S 23/00 (20180501); H01L 31/0543 (20141201); Y02E 10/52 (20130101); Y10S 126/909 (20130101); Y02E 10/44 (20130101),"November 23, 1982","June 26, 1984","4,456,783",#4456783,True
2486,,"06/271,042",Nippon Mektron Ltd.,15015324,H01H 13/702 (20130101); H01H 2213/01 (20130101),"June 5, 1981","June 26, 1984","4,456,798",#4456798,True
2487,,"06/301,832",International Telephone and Telegraph Corporation,23165090,H04M 1/08 (20130101); H01H 19/62 (20130101),"September 14, 1981","June 26, 1984","4,456,799",#4456799,True
2488,,"06/457,316",Mitsubishi Denki Kabushiki Kaisha,11531931,B23K 9/073 (20130101),"January 11, 1983","June 26, 1984","4,456,814",#4456814,True
2489,,"06/220,150","Cleveland Machine Controls, Inc.",22822274,G05B 19/251 (20130101); G05B 2219/34215 (20130101); G05B 2219/41176 (20130101); G05B 2219/36383 (20130101); G05B 2219/35438 (20130101),"December 23, 1980","June 26, 1984","4,456,863",#4456863,True
2490,,"06/365,861","Siemens-Allis, Inc.",23440684,H02M 7/1555 (20130101); H02H 1/06 (20130101),"April 5, 1982","June 26, 1984","4,456,871",#4456871,True
2491,,"06/289,916",,23113717,G01R 15/186 (20130101); G01R 1/22 (20130101); G01R 19/16509 (20130101),"August 4, 1981","June 26, 1984","4,456,873",#4456873,True
2492,,"06/338,337",,23324401,G01R 31/024 (20130101),"January 11, 1982","June 26, 1984","4,456,874",#4456874,True
2493,,"06/336,627",University of South Carolina,23316947,G01R 33/307 (20130101),"January 4, 1982","June 26, 1984","4,456,882",#4456882,True
2494,,"06/308,589","Hitachi, Ltd.",15244386,H03H 11/04 (20130101),"October 5, 1981","June 26, 1984","4,456,885",#4456885,True
2495,,"06/271,702","Sentrol, Inc.",23036703,H01H 36/0033 (20130101),"June 8, 1981","*     June 26, 1984","4,456,897",#4456897,True
2496,,"06/320,363",U.S. Philips Corporation,19836364,H03M 1/1071 (20130101); H03M 1/361 (20130101),"November 12, 1981","June 26, 1984","4,456,904",#4456904,True
2497,,"06/407,402",General Electric Company,23611926,G09G 3/18 (20130101),"August 12, 1982","June 26, 1984","4,456,910",#4456910,True
2498,,"06/331,470","Horiba, Ltd.",16207248,G01J 5/12 (20130101); H01L 35/32 (20130101); G01K 7/12 (20130101); G01K 7/01 (20130101),"December 16, 1981","June 26, 1984","4,456,919",#4456919,True
2499,,"06/261,298",Mitsubishi Denki Kabushiki Kaisha,13989565,H03K 17/08122 (20130101); H01L 2924/0002 (20130101); H01L 2924/0002 (20130101); H01L 2924/00 (20130101),"May 7, 1981","June 26, 1984","4,456,939",#4456939,True
2500,,"06/286,611",Industrial Management Company,26876766,H05F 3/025 (20130101); Y10T 442/131 (20150401); Y10S 428/922 (20130101),"July 24, 1981","June 26, 1984","4,456,944",#4456944,True
2501,,"06/373,544",International Business Machines Corporation,23472835,G06F 17/2795 (20130101),"April 30, 1982","June 26, 1984","4,456,973",#4456973,True
2502,,"06/360,734",International Telephone and Telegraph Corporation,23419199,H04Q 11/04 (20130101),"March 22, 1982","June 26, 1984","4,456,987",#4456987,True
2503,,"06/326,828","Bell Telephone Laboratories, Incorporated",23273886,G11C 29/88 (20130101); G06F 11/1052 (20130101); G06F 11/076 (20130101); G06F 11/1048 (20130101),"December 2, 1981","June 26, 1984","4,456,996",#4456996,True
2504,,"06/301,670",International Standard Electric Corporation,6115060,B61L 27/0005 (20130101); H04L 1/22 (20130101); H04L 1/0061 (20130101); H04B 5/0031 (20130101),"September 14, 1981","June 26, 1984","4,456,997",#4456997,True
2505,,"06/321,945",Sperry Corporation,23252739,G01S 19/32 (20130101); G01S 19/26 (20130101),"November 16, 1981","June 26, 1984","4,457,006",#4457006,True
2506,,"06/393,465","Safe Play Manufacturing Co., Inc.",23554810,A63B 71/145 (20130101),"June 29, 1982","July 3, 1984","4,457,023",#4457023,True
2507,,"06/366,356",Willy Habegger AG,6129872,E01D 15/122 (20130101),"April 7, 1982","July 3, 1984","4,457,035",#4457035,True
2508,,"06/424,807",,23683949,A01G 17/00 (20130101); A01G 7/00 (20130101),"September 27, 1982","July 3, 1984","4,457,102",#4457102,True
2509,,"06/109,629",,22328702,A01G 9/029 (20180201),"January 4, 1980","July 3, 1984","4,457,104",#4457104,True
2510,,"06/386,426","Nissan Motor Company, Limited",14264790,B60J 10/248 (20160201); B60J 10/79 (20160201); B60J 10/86 (20160201); B60J 10/76 (20160201); B60J 10/40 (20160201),"June 8, 1982","July 3, 1984","4,457,111",#4457111,True
2511,,"06/430,195",Magnetic Peripherals Inc.,23706461,B23Q 1/03 (20130101); B23Q 1/34 (20130101); G11B 5/3173 (20130101); G11B 5/3169 (20130101); G11B 5/3103 (20130101); G11B 5/1871 (20130101),"September 30, 1982","July 3, 1984","4,457,114",#4457114,True
